"AdID","AdName","PlacementID","Description","CreationDate","ClickThroughURL","AdFormat","Status","Classification1","Classification2","Classification3","Classification4","Classification5","SmartVersionAd","SmartVersionGroup"
"15817458","UTM_160x600_TryFree","7658640"," ","8/8/2013 4:04:22 PM","http://www.sophos.com/en-us/products/unified-threat-management.aspx?utm_source=SB&utm_medium=Web-banner&utm_campaign=SB-NA-WB-TribalFusion-UTM-C2-CTA1&utm_content=Audience-Blend","Standard Banner","Ad approved","UTM","Try Free","Flash","160x600"," ","0"," "
"15939031","Tracking Pixel","7703713"," ","8/14/2013 6:39:42 PM","http://www.sophos.com/en-us/products/cloud.aspx?utm_source=SB&utm_medium=Email&utm_campaign=SB-NA-EM-Spiceworks-Cloud-C1-CTA1&utm_content=Dedicated-Email","Tracking Pixel","Ad approved","Mobile"," "," "," "," ","0"," "
"15975606","Tracking Pixel","7718740"," ","8/16/2013 4:40:48 PM","https://secure2.sophos.com/en-us/security-news-trends/whitepapers/gated-wp/mobile-device-management-buyers-guide.aspx?utm_source=SB&utm_medium=Web-banner&utm_campaign=SB-NA-WB-TribalFusion-Mobile-C4-CTA1&utm_content=Sidekick-RichMedia","Tracking Pixel","Ad approved","Mobile","Buyers Guide","Rich Media","300x600"," ","0"," "
"16087307","Tracking Pixel","7784224"," ","8/22/2013 9:19:08 PM","https://secure2.sophos.com/en-us/security-news-trends/whitepapers/gated-wp/mobile-device-management-buyers-guide.aspx?utm_source=SB&utm_medium=Web-banner&utm_campaign=SB-NA-WB-UBMMedia-Mobile-C4-CTA1&utm_content=Sidekick-RichMedia-Animated","Tracking Pixel","Ad approved","Mobile","Buyers Guide","Rich Media","300x600"," ","0"," "
"7828784","RSA_728x90_01_2","3451058"," ","1/18/2012 4:35:41 PM","http://www.rsaconference.com/events/2012/usa/index.htm","Standard Banner","Ad approved","Final Registration"," "," "," "," ","0"," "
"9962632","Tracking Pixel","4929539"," ","7/2/2012 7:48:31 PM","http://www.trinet.com/memorizethis/","Tracking Pixel","Ad approved","Compliance"," "," "," "," ","0"," "
"12111022","ESETNA-4730-BoxTree-300x250","3778641"," ","12/10/2012 8:21:54 PM","go.eset.com/us/holiday2012?CMP=BAC-boxtree-cd","Standard Banner","Ad approved","BoxTree","Christmas","Consumer"," "," ","0"," "
"14440957","TriNet_AD_PPC_728x90","6894855"," ","5/15/2013 7:28:33 PM","http://www.trinet.com/incredible/bizo","Standard Banner","Ad approved","CRM","728x90"," "," "," ","0"," "
"15993076","UTM_TryFree_300x250_under30","7703710"," ","8/19/2013 1:56:10 PM","http://www.sophos.com/en-us/products/unified-threat-management.aspx?utm_source=SB&utm_medium=Web-banner&utm_campaign=SB-NA-WB-Spiceworks-UTM-C2-CTA1&utm_content=Standard-Targeted","Standard Banner","Ad approved","UTM","Try Free","Flash","300x250"," ","0"," "
"16875313","Tracking Pixel","8161037"," ","10/3/2013 12:53:25 AM","http://www.plantronics.com/us/product/backbeat-go-2?utm_medium=banner&utm_source=Adroll_retargeting&utm_campaign=Adroll_bbgo2&utm_content=From_Backbeat_GO_2","Tracking Pixel","Ad approved"," "," "," "," "," ","0"," "
"16958855","RSA_14_Banner_336x280 EB_border","8168840"," ","10/8/2013 9:35:26 AM","http://www.rsaconference.com/events/us14/register","Standard Banner","Ad approved","336 X 280"," "," "," "," ","0"," "
"16958941","RSA_14_Banner_728x90 EB_border","8158782"," ","10/8/2013 9:38:11 AM","http://www.rsaconference.com/events/us14/register","Standard Banner","Ad approved","728 X 90"," "," "," "," ","0"," "
"17044006","2013-DataLeaksESETis-160x600_1_1","8238650"," ","10/11/2013 5:51:37 PM","http://www.eset.com/us/display-b2b-data-leaks","Standard Banner","Ad approved","DataLeaks"," "," "," "," ","0"," "
"17226757","ESET_Webcast_Q413_300x250","8238642"," ","10/23/2013 6:33:12 PM","http://www.eset.com/us/resource/presentations/webinars/?CMP=BAC-bizo-webcast","Standard Banner","Ad approved","Webcast"," "," "," "," ","0"," "
"17226758","ESET_Webcast_Q413_300x250","8238645"," ","10/23/2013 6:33:12 PM","http://www.eset.com/us/resource/presentations/webinars/?CMP=BAC-bizo-webcast","Standard Banner","Ad approved","Webcast"," "," "," "," ","0"," "
"17320132","V7-ESS-save-25-percent-300x250","8356158"," ","10/28/2013 9:08:53 PM","http://www.eset.com/us/protection/smart-security-savings/?CMP=BAC-varick-esssave25","Standard Banner","Ad approved","ESS Save 25%"," "," "," "," ","0"," "
"17320190","728x90_No-Viruses-No-Slowdowns_leader","8356140"," ","10/28/2013 9:11:46 PM","http://www.eset.com/us/protection/smart-security-protection/?CMP=BAC-chango-noslowdown","Standard Banner","Ad approved","No Virus  No Slow"," "," "," "," ","0"," "
"17338339","Mobile_TryFree_160x600_under30","8312315"," ","10/29/2013 2:12:46 PM","http://www.sophos.com/en-us/products/mobile-control.aspx?utm_source=SB&utm_medium=Web-banner&utm_campaign=SB-NA-WB-DataXu-Mobile&utm_content=Super-Retargeting","Standard Banner","Ad approved","Mobile","Try Free","Flash","160x600"," ","0"," "
"17406992","Tracking Pixel","8395816"," ","10/31/2013 6:26:38 PM","http://www.eset.com/us/store/smart-security/","Tracking Pixel","Ad approved","Tracking Pixel"," "," "," "," ","0"," "
"17483721","Rocketfuel_Voyager_learn_160x600","8416513"," ","11/5/2013 2:16:08 PM","www.plantronics.com/us/together?utm_medium=banner&utm_source=rocketfuel&utm_campaign=together_mopro&utm_content=Behavioral_Targeting_DisplayVoyager_160x600/#voyager","Standard Banner","Ad approved"," "," "," "," "," ","0"," "
"17483722","BackBeat-learn-160x600","8416510"," ","11/5/2013 2:16:14 PM","www.plantronics.com/us/together?utm_medium=banner&utm_source=RocketFuel&utm_campaign=together_mopro&utm_content=Behavioral_Targeting_Display_BackBeat_Stay_Energized_160x600/#backbeatgo","Standard Banner","Ad approved"," "," "," "," "," ","0"," "
"17483871","Rocketfuel_Voyager_learn_300x250","8416512"," ","11/5/2013 2:18:28 PM","www.plantronics.com/us/together?utm_medium=banner&utm_source=RocketFuel&utm_campaign=together_mopro&utm_content=Behavioral_Targeting_Display_Voyager_World_of_Noise_300x250/#voyager","Standard Banner","Ad approved"," "," "," "," "," ","0"," "
"17487563","Rocketfuel_Pre Roll Companion_CharlieBBG2_300x250","8416518"," ","11/5/2013 4:55:33 PM","http://www.plantronics.com/us/together?utm_medium=banner&utm_source=rocketfuel&utm_campaign=together_mopro&utm_content=Behavioral_Targeting_PreRoll_Companion_Banner_300x250/#social","Standard Banner","Ad approved"," "," "," "," "," ","0"," "
"17487564","Rocketfuel_Pre Roll Companion_CharlieBBG2_300x250","8416516"," ","11/5/2013 4:55:38 PM","http://www.plantronics.com/us/together?utm_medium=banner&utm_source=rocketfuel&utm_campaign=together_mopro&utm_content=Behavioral_Targeting_PreRoll_Companion_Banner_300x250/#social","Standard Banner","Ad approved"," "," "," "," "," ","0"," "
"17317901","Tracking Pixel","8356153"," ","10/28/2013 7:17:43 PM","http://www.eset.com/us/download/home/detail/family/5/?trl=es","Tracking Pixel","Ad approved","Tracking Pixel"," "," "," "," ","0"," "
"17319069","160x600_ESS-Keep-Your-Private-Data-Safe-BUY-NOW","8356138"," ","10/28/2013 8:41:16 PM","http://www.eset.com/us/protection/identity-theft/?CMP=BAC-chango-idtheft","Standard Banner","Ad approved","Identity Theft"," "," "," "," ","0"," "
"17320053","300x250_ESS-Keep-Your-Private-Data-Safe-BUY-NOW","8356139"," ","10/28/2013 9:07:39 PM","http://www.eset.com/us/protection/identity-theft/?CMP=BAC-chango-idtheft","Standard Banner","Ad approved","Identity Theft"," "," "," "," ","0"," "
"17320087","300x250_No-Viruses-No-Slowdowns_leader","8356145"," ","10/28/2013 9:07:59 PM","http://www.eset.com/us/protection/smart-security-protection/?CMP=BAC-chango-noslowdown","Standard Banner","Ad approved","No Virus  No Slow"," "," "," "," ","0"," "
"17320123","V7-ESS-save-25-percent-300x250","8356156"," ","10/28/2013 9:08:42 PM","http://www.eset.com/us/protection/smart-security-savings/?CMP=BAC-pcmag-esssave25","Standard Banner","Ad approved","ESS Save 25%"," "," "," "," ","0"," "
"17320170","728x90_No-Viruses-No-Slowdowns_leader","8356130"," ","10/28/2013 9:11:18 PM","http://www.eset.com/us/protection/smart-security-protection/?CMP=BAC-buybase-noslowdown","Standard Banner","Ad approved","No Virus  No Slow"," "," "," "," ","0"," "
"17320173","ESET_DataLeaks_728x90","8356130"," ","10/28/2013 9:11:22 PM","http://www.eset.com/us/display-dataleaks/?CMP=BAC-buybase-dataleaks","Standard Banner","Ad approved","Dataleaks"," "," "," "," ","0"," "
"17338421","UTM_TryFree_300x250_under30","8312314"," ","10/29/2013 2:15:40 PM","http://www.sophos.com/en-us/products/unified-threat-management.aspx?utm_source=SB&utm_medium=Web-banner&utm_campaign=SB-NA-WB-DataXu-UTM&utm_content=Super-Retargeting","Standard Banner","Ad approved","UTM","Try Free","Flash","300x250"," ","0"," "
"17468411","ServiceNow_FreakinEasy_Black_728x90","8416214"," ","11/4/2013 8:25:21 PM","http://info.servicenow.com/LP=1849","Standard Banner","Ad approved","USA","Freakin Easy - Black"," "," "," ","0"," "
"17489033","Mobile Tracking","8427782"," ","11/5/2013 6:26:46 PM","www.plantronics.com/us/together?utm_medium=banner&utm_source=MillenialMedia&utm_campaign=together_mopro&utm_content=Geo_Targeted_San_Jose_Smart_Phone_Tablet_BackBeat_Stay_Energized_480x60/#backbeatgo","Mobile Tracking Only","Ad approved"," "," "," "," "," ","0"," "
"17488983","Mobile Tracking","8427738"," ","11/5/2013 6:26:05 PM","www.plantronics.com/us/together?utm_medium=banner&utm_source=MillenialMedia&utm_campaign=together_mopro&utm_content=Geo_Targeted_Austin_Smart_Phone_Tablet_BackBeat_Stay_Energized_480x60/#backbeatgo","Mobile Tracking Only","Ad approved"," "," "," "," "," ","0"," "
"17488986","Mobile Tracking","8427741"," ","11/5/2013 6:26:07 PM","www.plantronics.com/us/together?utm_medium=banner&utm_source=MillenialMedia&utm_campaign=together_mopro&utm_content=Geo_Targeted_Austin_Smart_Phone_Tablet_Stop_the_Noise_480x60/#top","Mobile Tracking Only","Ad approved"," "," "," "," "," ","0"," "
"17489119","Mobile Tracking","8427864"," ","11/5/2013 6:28:09 PM","www.plantronics.com/us/together?utm_medium=banner&utm_source=MillenialMedia&utm_campaign=together_mopro&utm_content=Geo_Targeted_San_Jose_Smart_Phone_Tablet_Stop_the_Noise_480x60/#top","Mobile Tracking Only","Ad approved"," "," "," "," "," ","0"," "
"17489120","Mobile Tracking","8427865"," ","11/5/2013 6:28:10 PM","www.plantronics.com/us/together?utm_medium=banner&utm_source=MillenialMedia&utm_campaign=together_mopro&utm_content=Geo_Targeted_San_Jose_Smart_Phone_Tablet_Voyager_World_of_Noise_300x250/#voyager","Mobile Tracking Only","Ad approved"," "," "," "," "," ","0"," "
"17605903","audio_160x600","8475767"," ","11/12/2013 7:32:33 PM","http://www.plantronics.com/us/cmpn/together/uc/it-deployment/?utm_medium=banner&utm_source=Adroll_retargeting&utm_campaign=uctogether&utm_content=Web_Medium_Intent_Audio_160x160_Top","Standard Banner","Ad approved"," "," "," "," "," ","0"," "
"17605904","10steps_anchor_160x600","8475767"," ","11/12/2013 7:32:35 PM","http://www.plantronics.com/us/cmpn/together/uc/it-deployment/?utm_medium=banner&utm_source=Adroll_retargeting&utm_campaign=uctogether&utm_content=Web_Medium_Intent_10_Steps_160x160_Anchor/#step2","Standard Banner","Ad approved"," "," "," "," "," ","0"," "
"17605939","audio_300x250","8475769"," ","11/12/2013 7:35:30 PM","http://www.plantronics.com/us/cmpn/together/uc/it-deployment/?utm_medium=banner&utm_source=Adroll_retargeting&utm_campaign=uctogether&utm_content=Web_Medium_Intent_Audio_300x250_Top","Standard Banner","Ad approved"," "," "," "," "," ","0"," "
"17657798","160x600_Calisto","8495715"," ","11/14/2013 7:45:25 PM","www.plantronics.com/us/product/calisto-600?utm_medium=banner&utm_source=Adroll_retargeting&utm_campaign=adroll_calisto600&utm_content=AdRoll_Product_Web_Calisto_Medium_160x600","Standard Banner","Ad approved"," "," "," "," "," ","0"," "
"16087312","Tracking Pixel","7784229"," ","8/22/2013 9:19:12 PM","https://secure2.sophos.com/en-us/security-news-trends/whitepapers/gated-wp/utm-buyers-guide.aspx?utm_source=SB&utm_medium=Web-banner&utm_campaign=SB-NA-WB-UBMMedia-UTM-C4-CTA1&utm_content=Sidekick-RichMedia-Animated","Tracking Pixel","Ad approved","UTM","Buyers Guide","Rich Media","300x600"," ","0"," "
"16995043","728x90-HX-overclocking-RU","8199751"," ","10/9/2013 5:50:23 PM","http://www.kingston.com/ru/memory/hyperx/community/articledetail/articleid/358","Standard Banner","Ad approved"," "," "," "," "," ","0"," "
"17003724","Tracking Pixel","8222775"," ","10/10/2013 5:59:55 AM","http://www.sophos.com/en-us/products/mobile-control.aspx?utm_source=SB&utm_medium=Web-banner&utm_campaign=SB-UK-WB-TheRegister-Mobile-C2-CTA1&utm_content=Site-skin","Tracking Pixel","Ad approved","Mobile","Try Free"," "," "," ","0"," "
"17263011","Tracking Pixel","8338043"," ","10/25/2013 4:47:42 AM","http://www.sophos.com/en-us/products/unified-threat-management.aspx?utm_source=SB&utm_medium=Web-banner&utm_campaign=SB-UK-WB-ChannelWeb-UTM-C2-CTA1&utm_content=Content-Hosting","Tracking Pixel","Ad approved","UTM"," "," "," "," ","0"," "
"17319058","ESET_NoVirusNoSlow_160x600","8356132"," ","10/28/2013 8:41:05 PM","http://www.eset.com/us/protection/smart-security-protection/?CMP=BAC-buybase-noslowdown","Standard Banner","Ad approved","No Virus  No Slow"," "," "," "," ","0"," "
"17319133","ESET_DataLeaks_160x600","8356147"," ","10/28/2013 8:42:22 PM","http://www.eset.com/us/display-rpcu-chance/?CMP=BAC-chango-chancehttp://www.eset.com/us/display-dataleaks/?CMP=BAC-chango-dataleaks","Standard Banner","Ad approved","Dataleaks"," "," "," "," ","0"," "
"17319158","ESET_ESS_Save25_160x600","8356160"," ","10/28/2013 8:42:58 PM","http://www.eset.com/us/protection/smart-security-savings/?CMP=BAC-varick-esssave25","Standard Banner","Ad approved","ESS Save 25%"," "," "," "," ","0"," "
"17320044","V7-ESS-save-25-percent-300x250","8356139"," ","10/28/2013 9:07:36 PM","http://www.eset.com/us/protection/smart-security-savings/?CMP=BAC-chango-esssave25","Standard Banner","Ad approved","ESS Save 25%"," "," "," "," ","0"," "
"17320085","V7-ESS-save-25-percent-300x250","8356145"," ","10/28/2013 9:07:56 PM","http://www.eset.com/us/protection/smart-security-savings/?CMP=BAC-chango-esssave25","Standard Banner","Ad approved","ESS Save 25%"," "," "," "," ","0"," "
"17489067","Mobile Tracking","8427811"," ","11/5/2013 6:27:25 PM","www.plantronics.com/us/together?utm_medium=banner&utm_source=MillennialMedia&utm_campaign=together_mopro&utm_content=GeoTargeted_Tablet_Video_Charlie/#social","Mobile Tracking Only","Ad approved"," "," "," "," "," ","0"," "
"17489118","Mobile Tracking","8427863"," ","11/5/2013 6:28:07 PM","www.plantronics.com/us/together?utm_medium=banner&utm_source=MillenialMedia&utm_campaign=together_mopro&utm_content=Geo_Targeted_San_Jose_Smart_Phone_Tablet_Stop_the_Noise_320x50/#top","Mobile Tracking Only","Ad approved"," "," "," "," "," ","0"," "
"17506885","13BC394_Shift-Forward_Flash_Banner_160x160_103113","8415676"," ","11/6/2013 2:22:42 PM","www.bluecoat.com/atplifecycle","Standard Banner","Ad approved"," "," "," "," "," ","0"," "
"17529948","Tracking Pixel","8445487"," ","11/7/2013 2:17:52 PM","http://info.servicenow.com/LP=1849","Tracking Pixel","Ad approved","USA","Tracking Pixel"," "," "," ","0"," "
"17605906","10steps_top_160x600","8475767"," ","11/12/2013 7:32:37 PM","http://www.plantronics.com/us/cmpn/together/uc/it-deployment/?utm_medium=banner&utm_source=Adroll_retargeting&utm_campaign=uctogether&utm_content=Web_Medium_Intent_10_Steps_160x160_Top","Standard Banner","Ad approved"," "," "," "," "," ","0"," "
"17656709","Tracking Pixel","8495750"," ","11/14/2013 6:49:16 PM","www.plantronics.com/us/product/backbeat-go-2?utm_medium=banner&utm_source=Adroll_retargeting&utm_campaign=adroll_bbgo2&utm_content=AdRoll_Product_FBRighRail_BackBeatGo_High_1x1","Tracking Pixel","Ad approved"," "," "," "," "," ","0"," "
"17657745","160x600_VoyagerLegendUC","8495727"," ","11/14/2013 7:40:44 PM","www.plantronics.com/us/product/voyager-legend-uc?utm_medium=banner&utm_source=Adroll_retargeting&utm_campaign=adroll_voyager&utm_content=AdRoll_Product_Web_VoyagerUC_High_160x600","Standard Banner","Ad approved"," "," "," "," "," ","0"," "
"17658014","300x250_CalistoAnimated","8495731"," ","11/14/2013 7:56:32 PM","www.plantronics.com/us/product/calisto-600?utm_medium=banner&utm_source=Adroll_retargeting&utm_campaign=adroll_calisto600&utm_content=AdRoll_Product_Web_Calisto_High_300x250_a","Standard Banner","Ad approved"," "," "," "," "," ","0"," "
"17658100","300x250_BB2","8495710"," ","11/14/2013 8:01:27 PM","www.plantronics.com/us/product/backbeat-go-2?utm_medium=banner&utm_source=Adroll_retargeting&utm_campaign=adroll_bbgo2&utm_content=AdRoll_Product_Web_BackBeatGo_Medium_300x250","Standard Banner","Ad approved"," "," "," "," "," ","0"," "
"17320263","ESET_DataLeaks_728x90","8356159"," ","10/28/2013 9:13:42 PM","http://www.eset.com/us/display-dataleaks/?CMP=BAC-varick-dataleaks","Standard Banner","Ad approved","Dataleaks"," "," "," "," ","0"," "
"17338746","UTM_728x90_TryFree","8312313"," ","10/29/2013 2:20:57 PM","http://www.sophos.com/en-us/products/unified-threat-management.aspx?utm_source=SB&utm_medium=Web-banner&utm_campaign=SB-NA-WB-DataXu-UTM&utm_content=Super-Retargeting","Standard Banner","Ad approved","UTM","Try Free","Flash","728x90"," ","0"," "
"17469173","Tracking Pixel","8416517"," ","11/4/2013 9:26:18 PM","www.plantronics.com/us/together?utm_medium=banner&utm_source=RocketFuel&utm_campaign=together_mopro&utm_content=Behavioral_Targeting_PreRoll_BackBeat_Go_2_1x1/#social","Tracking Pixel","Ad approved"," "," "," "," "," ","0"," "
"17483711","BackBeat-learn-160x600","8416513"," ","11/5/2013 2:16:03 PM","www.plantronics.com/us/together?utm_medium=banner&utm_source=RocketFuel&utm_campaign=together_mopro&utm_content=Behavioral_Targeting_Display_BackBeat_Stay_Energized_160x600/#backbeatgo","Standard Banner","Ad approved"," "," "," "," "," ","0"," "
"17483931","Rocketfuel_Voyager_learn_728x90","8416511"," ","11/5/2013 2:20:39 PM","www.plantronics.com/us/together?utm_medium=banner&utm_source=rocketfuel&utm_campaign=together_mopro&utm_content=Behavioral_Targeting_DisplayVoyager_728x90/#voyager","Standard Banner","Ad approved"," "," "," "," "," ","0"," "
"17488978","Mobile Tracking","8427734"," ","11/5/2013 6:26:03 PM","www.plantronics.com/us/together?utm_medium=banner&utm_source=MillennialMedia&utm_campaign=together_mopro&utm_content=GeoTargeted_Smart_Phone_Expandable_Banner_640x832","Mobile Tracking Only","Ad approved"," "," "," "," "," ","0"," "
"17489042","Mobile Tracking","8427789"," ","11/5/2013 6:26:56 PM","www.plantronics.com/us/together?utm_medium=banner&utm_source=MillenialMedia&utm_campaign=together_mopro&utm_content=Geo_Targeted_San_Jose_Smart_Phone_Tablet_Voyager_World_of_Noise_480x60/#voyager","Mobile Tracking Only","Ad approved"," "," "," "," "," ","0"," "
"17490696","ServiceNow_FreakinEasy_Black_728x90","8416240"," ","11/5/2013 8:33:00 PM","http://info.servicenow.com/LP=1849","Standard Banner","Ad approved","USA","Freakin Easy - Black"," "," "," ","0"," "
"17656734","Tracking Pixel","8495763"," ","11/14/2013 6:49:26 PM","www.plantronics.com/us/product/voyager-legend?utm_medium=banner&utm_source=Adroll_retargeting&utm_campaign=adroll_voyager&utm_content=AdRoll_Product_FBNewsFeed_Voyager_High_1x1","Tracking Pixel","Ad approved"," "," "," "," "," ","0"," "
"14351577","x131e-chromebook-728x90","6991565"," ","5/9/2013 4:33:34 PM","http://www.lenovo.com/education/us/en/chromebook-infographic.html?ls=K12_MD_eSchlNws_CB&utm_source=eschoolnews&utm_medium=banner&utm_campaign=cbgraphic","Standard Banner","Ad approved"," "," "," "," "," ","0"," "
"15818031","UTM_300x600_TryFree","7658643"," ","8/8/2013 4:13:16 PM","http://www.sophos.com/en-us/products/unified-threat-management.aspx?utm_source=SB&utm_medium=Web-banner&utm_campaign=SB-NA-WB-TribalFusion-UTM-C2-CTA1&utm_content=Audience-Blend","Standard Banner","Ad approved","UTM","Try Free","Flash","300x600"," ","0"," "
"15818098","UTM_728x90_TryFree","7658642"," ","8/8/2013 4:14:44 PM","http://www.sophos.com/en-us/products/unified-threat-management.aspx?utm_source=SB&utm_medium=Web-banner&utm_campaign=SB-NA-WB-TribalFusion-UTM-C2-CTA1&utm_content=Audience-Blend","Standard Banner","Ad approved","UTM","Try Free","Flash","728x90"," ","0"," "
